Timestamp,UniqID,소속,학년,성별,1. 블랙보드 시스템에 전반적으로 만족하십니까?,2. 학기중 블랙보드에는 얼마나 자주 접속하십니까?,3. 학기중 블랙보드를 가장 많이 활용한 시간대는 언제입니까?,4. 학기 중 블랙보드 사이트 접속이 신속하게 이루어집니까?,5. 어떤 브라우저를 사용하여 블랙보드를 주로 접속하십니까?,6. 블랙보드 메인 화면의 구성 및 디자인에 만족하십니까?,7. 블랙보드 강의실 내 메뉴는 직관적이라고 생각하십니까?,8. 블랙보드에서 제공되는 정보들은 잘 분류되어 있습니까?,"9. 블랙보드 내 글자 크기(메뉴 텍스트, 본문, 코스 정보 등)는 적정합니까?",10. 블랙보드 내에서 가장 선호하는 온라인수업(비대면) 운영 방식은 무엇입니까?,11. 귀하가 생각하는 가장 효과적인 블랙보드 내 학습활동은 무엇입니까?,12. 블랙보드 내 학습의 한계는 무엇이라고 생각하십니까?,13. 블랙보드 내 수강 환경의 한계는 무엇이라고 생각하십니까?,14. 블랙보드 영상 출석콘텐츠 수업 방식에 대해 전반적으로 만족합니까?,15. 블랙보드 영상 출석콘텐츠 수업 방식의 한계는 무엇이라고 생각하십니까? (복수응답 가능),"16. 실시간 화상강의(Zoom, Collaborate) 수업 방식에 대해 전반적으로 만족합니까?","17. 실시간 화상강의(Zoom, Collaborate)를 활용한 온라인수업의 한계는 무엇이라고 생각하십니까? (복수응답 가능)",18. 블랙보드 내에서 가장 선호하는 소통 방식을 선택하여 주십시오. ,19. 블랙보드 기능에 전반적으로 만족하십니까?,20. 블랙보드 기능은 전반적으로 사용하기 쉽습니까?,"21. 블랙보드 이용 시 오류를 겪었다면, 어떤 유형의 오류였는지 표기해주십시오. (복수응답 가능)",22. 블랙보드 홈페이지는 LMS를 사용하는데 필요한 정보를 손쉽게 찾고 관련 안내를 신속하게 전달할 수 있도록 구성되었습니다. 이 구성에 만족하십니까? ,23. 모바일 APP Blackboard는 웹에서 이용하는 주요 기능을 모바일 기기에서 이용 가능하도록 구성되었습니다. 모바일 APP 이용에 얼마나 만족하십니까?,24. 모바일 APP 이용 시 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"25. 코스 화면에서는 과거 코스, 현재 수강 중인 코스 목록을 손쉽게 파악할 수 있도록 구성되어 있습니다. 코스 화면 구성에 만족하십니까?",26. 코스 화면에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,27. 코스 홈 접속 후 좌측에 나타나는 코스 메뉴 구성에 만족하십니까?,28. 코스 메뉴 구성에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,29. 코스 메뉴 공지사항 기능에 만족하십니까?,30. 코스 메뉴 공지사항 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"31. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능에 만족하십니까? ","32. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.","33. 과제 제출 및 피드백 기능(턴잇인, SafeAssign)에 얼마나 만족하십니까?",34. 과제 제출 및 피드백 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"35. 그룹활동(토론, 블로그, 저널) 기능에 만족하십니까?","36. 그룹활동(토론, 블로그, 저널) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",37.  영상 출결 콘텐츠  출석 현황 기능에 만족하십니까?,38. 녹화영상 출석 현황에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,39. 시험/락다운브라우저 기능에 만족하십니까?,40. 시험/락다운브라우저 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"41. 실시간 강의 도구(ZOOM, Collaborate) 기능에 만족하십니까? ","42. 실시간 강의 도구(ZOOM, Collaborate) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",43. 성적 기능에 얼마나 만족하십니까?,44. 성적 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,45. 학습관리시스템(LMS) 블랙보드와 관련하여 개선되었으면 하는 사항 및 기타 하고 싶으신 말씀에 대해 작성해주십시오.,46. 차세대 학습관리시스템(LMS)를 도입하는 것에 대해 어떻게 생각하십니까? ,47. 차세대 학습관리시스템(LMS)을 도입을 희망하지 않는 이유에 대해 작성하여 주십시오.,48. 차세대 학습관리시스템(LMS)을 도입을 희망하는 이유에 대해 작성하여 주십시오.,"49. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 반드시 유지해야 하는 기능에 대해 작성하여 주십시오.","50. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 새롭게 도입되길 희망하는 기능에 대해 작성하여 주십시오."
2022/10/25 1:30:21 PM GMT+9,Q6028coz,공과대학 기계공학부,3학년,남,4,하루에 한 번,저녁 (18:00-24:00),4,크롬(Chrome),4,4,4,4,온라인수업(비대면)을 선호하지 않음,과제,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,만족,상호작용 불가로 인한 질의응답 어려움,만족,영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김;출석 반영 오류,과제·퀴즈 피드백,4,4,출석 반영 오류,4,1,"코스 -> 현재 수강하는 코스가 바로 나올 수 있도록 개선 필요
스트림 -> 실시간 반영되는 업데이트 필요(자료가 올라왔는데도 새로고침 안 됨)",4,현재 수강하는 학기의 코스가 좀 더 눈에 띄었으면 좋겠음.,4,강의계획서 기능을 교수님께서 잘 쓰지 않는 것 같음. 강의계획서 누르면 수강신청 시스템의 강의계획서가 뜨도록 했으면 좋겠음.,5,최신순으로 볼 수 있는 기능. 무엇 때문인지 모르겠으나 최근 올린 공지가 아래에 위치하는 경우가 있음. 놓치는 경우가 생길 수 있으니 개선 필요함.,4,출결 상태를 확인할 수 있는 기능,4,딱히 없다. pdf 이외의 파일도 미리보기 기능을 지원해줬으면 좋겠는 것 정도..?,3,잘 사용되지 않는 기능인 것 같다.,3,확인해 본 적이 없어서 잘 모르겠음,3,사용해 본 적이 없음.,4,녹화 영상을 잘 올려주셨으면 좋겠음.(기능 면에서는 딱히X),5,분류별로 구분되어서 그룹화되면 좋겠음.,"이 설문 할때마다 쓰는 것이지만, 어플의 최적화가 시급함.. 자료가 올라와도 한동안 스트림에 업데이트 되지 않고, 알림도 몇분 후에 늦게 오는 점 등 개선되어야 할 점이 많음.",상관없음,,,,
2022/10/25 2:22:58 PM GMT+9,N5100ebb,공과대학 기계공학과,4학년,남,4,하루에 3회 이상,오후2 (15:00-18:00),4,크롬(Chrome),5,5,5,5,외부 URL 또는 YOUTUBE 제공,과제,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,매우 불만족,상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,만족,음향이 작거나 울림,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",5,5,없음,5,5,,5,,5,,5,,5,,4,,4,,5,,5,,4,,5,그래프를 통해서 다른 학생의 성적분포를 보여주는 기능을 더 많이 사용하면 좋겠다,,현재 학습관리시스템(LMS) 블랙보드 유지,지금도 좋은거 같다,,,
2022/10/25 4:50:22 PM GMT+9,I8949jen,교육대학원 컴퓨터교육전공,석사과정,여,5,1주에 3회 정도,저녁 (18:00-24:00),4,크롬(Chrome),2,4,4,4,외부 URL 또는 YOUTUBE 제공,과제,시험의 공정성,네트워크 불안정으로 접속 끊김 현상,만족,없음,매우 만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,없음,4,2,"pc모드로 접속하는 것 보다 더 불편하다. , 강의자료를 다운로드가  어려움,  어플 접속 시 튕기는 현상 발생, 어플 접속이 안정적이지 못함",4,없음 ,4,없음 ,4,없음,2,교수님이 영상 출석 현황 확인 메뉴를 열어주시지 않으면 스스로 확인이 불가능한 점이 아쉽습니다. ,3,점수가 비공개인 시험에도 피드백이 따로 공개되었으면 좋겠음. ,4,없음,4,없음,4,없음,4,콜라보레이트 녹화물 다시보기 기능에 배속 기능이 있었으면 좋겠음.,4,성적이 비공개더라도 피드백은 보였으면 함.,블랙보드 어플의 이용이 불편합니다. ,차세대 학습관리시스템(LMS) 도입 희망,,현재 블랙보드는 UI의 직관성과 학습성이 떨어지는 듯 함. 이 부분을 보완한 차세대 LMS의 도입을 희망합니다. ,"피드백기능, 영상출석 확인 ",직관적인 UI를 갖추었으면 합니다. 
2022/10/25 6:06:31 PM GMT+9,B6356alh,정경대학 행정학과,2학년,여,4,하루에 한 번,새벽 (24:00-6:00),4,크롬(Chrome),2,4,4,4,온라인수업(비대면)을 선호하지 않음,과제,녹화 강의 영상의 질,온라인수업 시 집중 저하,매우 불만족,재생 오류로 인한 끊김;출석 반영 오류,만족,음향이 작거나 울림;영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김;출석 반영 오류,과제·퀴즈 피드백,4,4,"강의 동영상 재생;실시간 화상강의(Zoom, Collaborate) 참여;코스 화면 접속;출석 반영 오류",4,1,웹페이지와의 연동이 너무 느리고 로그인 상태 유지가 안 됩니다.,4,,4,,3,이메일 알림을 교수자의 설정에 무관하게 항상 받고 싶습니다.,4,출석 현황 제출 버튼이 작년 하반기 정도부터 계속 동작하지 않습니다.,4,,3,,3,,2,,3,,4,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/25 7:55:40 PM GMT+9,Y2066lgt,교육대학원 기업교육전공,석사과정,여,5,1주에 3회 정도,저녁 (18:00-24:00),5,크롬(Chrome),5,5,5,5,실시간 화상강의(Zoom),영상 출석콘텐츠 외 자료 제공,시험의 공정성,안정적인 수업 수강 장소 부재,매우 만족,영상 화질이 선명하지 않음,매우 만족,수업 내용 이해의 어려움,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",5,5,SSO 통합 로그인,5,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/26 1:37:18 AM GMT+9,Q5348tex,이과대학 지구환경과학과,4학년,남,4,하루에 3회 이상,오후1 (12:00-15:00),4,크롬(Chrome),5,4,5,5,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,시험의 공정성,온라인수업 시 집중 저하,만족,영상 화질이 선명하지 않음,만족,영상 화질이 선명하지 않음,없음,4,4,없음,4,1,활동 스트림 새로고침 불가 코스 현재탭 선택시 과거 강의가 상단노출,4,앱 새로고침 불가함,4,,4,,4,,4,,3,,3,,3,,3,,3,,앱 최적화,현재 학습관리시스템(LMS) 블랙보드 유지,현재도 불편 별로 없음 이거한다고 돈 많이쓸거같음,,,
2022/10/26 9:53:41 AM GMT+9,S6109miv,생명과학대학 환경생태공학부,4학년,여,4,하루에 한 번,오후1 (12:00-15:00),3,크롬(Chrome),4,4,4,4,실시간 화상강의(Zoom),과제,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,보통,상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,메시지,4,4,"실시간 화상강의(Zoom, Collaborate) 참여",4,2,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,,차세대 학습관리시스템(LMS) 도입 희망,,,,
2022/10/26 10:42:45 AM GMT+9,Y2962ngp,생명과학대학 생명과학부,4학년,남,4,하루에 한 번,오후1 (12:00-15:00),2,크롬(Chrome),4,5,5,5,실시간 화상강의(Collaborate),영상 출석콘텐츠 외 자료 제공,없음,네트워크 불안정으로 접속 끊김 현상,매우 만족,없음,매우 만족,없음,메시지,3,4,코스 화면 접속,4,1,자동로그인이 계속 다시 풀림.,4,현재 코스 화면 구성에 만족.,4,현재 코스 메뉴 구성에 만족.,4,교수자가 공지사항 게시 시 모바일 앱을 통해 알림이 생겼으면 좋겠음.,3,영상 출결 콘텐츠를 이용해 본 적이 없음.,3,이용해 본 적이 없음.,3,댓글 시스템이 직관적이지 않음.,4,현재 출석 시스템에 만족.,4,시험 시스템에 만족.,4,가끔 끊기는 현상이 있음.,4,성적 보기에 색이 표시되지 않으면 좋겠음.,디도스 관련 공지 등 팝업 창에 다시 보지 않기가 있었으면 한다.,현재 학습관리시스템(LMS) 블랙보드 유지,현재 블랙보드 시스템에 전반적으로 만족하고 익숙하기 때문.,,,
2022/10/26 12:11:13 PM GMT+9,J8400dac,공과대학 신소재공학부,3학년,여,4,하루에 3회 이상,오전 (6:00-12:00),4,크롬(Chrome),3,2,4,4,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,만족,수업 내용 이해 어려움;영상 분량이 부족하거나 많음;상호작용 불가로 인한 질의응답 어려움,보통,수업 내용 이해의 어려움,과제·퀴즈 피드백,3,4,코스 화면 접속;과제 업로드,4,3,,2,,5,,3,,4,,5,,4,수정 및 삭제가 가능했으면 좋겠다,4,,3,,5,,3,교수님들이 이 기능 잘 안 써요,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/26 3:54:46 PM GMT+9,E7108und,일반대학원 물리학과 양자광학전공,석박사통합과정,남,4,1주에 1회 정도,오후2 (15:00-18:00),4,크롬(Chrome),3,2,4,5,온라인수업(비대면)을 선호하지 않음,과제,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,보통,상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,만족,영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,출석 반영 오류;과제 업로드,4,2,,5,,4,,4,,4,,3,,1,,5,,4,,5,,5,,,차세대 학습관리시스템(LMS) 도입 희망,,현재 조교 입장에서 컨텐츠 생성이 번거로움,대부분 기능,"설문, 테스트 등의 컨텐츠를 문제풀 생성 단계를 거치지 않고 쉽게 생성 가능하게 했으면 함"
2022/10/26 4:52:51 PM GMT+9,Q6391sti,공과대학 건축사회환경공학과 구조공학,석박사통합과정,남,4,1주에 3회 정도,저녁 (18:00-24:00),4,크롬(Chrome),4,2,4,3,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,내용 이해를 돕는 학습 활동의 부족,블랙보드 기능 사용의 어려움,보통,상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,만족,접속 오류로 인한 수업 끊김;출석 반영 오류,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",3,2,강의 동영상 재생;코스 화면 접속,2,4,특별히 없습니다.,4,,2,"처음 나오는 코스 메뉴 구성이 많아서 직관적이지 않은것같습니다. 관련된 내용을 묶어서 카테고리로 하는 것도 좋겠고, 굵직하게 주요 기능만 선별하여 보여주는 것도 좋겠습니다.",4,,4,"커먼즈 사용에 대해 용량 제한이 불편하고(조교 활동시 교수님이 다양한 자료를 업로드하시기에 용량 제한이 있어 불편합니다.), 업로드 시간이 무척 깁니다. 서버 증축 등 조치가 있으면 좋겠습니다.",3,,3,,3,,3,,4,,4,,강의 영상 등 업로드시 너무 느립니다. 그리고 메뉴가 직관적으로 되어있다기보다 다 열거되어 있어 주요 활용하는 기능을 부각시키는 등의 개선이 있다면 좋겠습니다.,차세대 학습관리시스템(LMS) 도입 희망,,수강했던 강의에 대해 다시금 확인할 수 있는 기능이 마련되었으면 좋겠습니다.,졸업생 등 기존 수강했던 이력을 다시 확인할 수 있으면 좋겠습니다. (내용 및 강의 자료 등등),본인이 수강한 강의 이외에도 검색해서 찾아서 들을 수 있는 등의 기능이 있다면 더 좋겠습니다.
2022/10/26 5:28:51 PM GMT+9,C5178ngu,보건과학대학 보건환경융합과학부,2학년,여,1,하루에 3회 이상,오후1 (12:00-15:00),2,엣지(Edge),4,2,4,4,녹화영상(영상 출석콘텐츠),과제,시험의 공정성,네트워크 불안정으로 접속 끊김 현상,만족,영상 화질이 선명하지 않음;출석 반영 오류,만족,접속 오류로 인한 수업 끊김,없음,1,2,"실시간 화상강의(Zoom, Collaborate) 참여;출석 반영 오류;과제 업로드;시험 응시 및 접속",2,1,새로운 알림이 떠서 들어가면 그 화면이 안나오거나 활동스트림이 바로바로 반영되지 않음,4,코스 순서를 자유롭게 배열할 수 있으면 좋겠음,4,활동스트림에 올라온 알림을 보고 나오면 다시 활동스트림 화면이 나오는게 아니라 그 코스 화면이 나왓으면 좋겠음,4,,3,,3,,3,,4,,2,,4,연결이 좋아도 갑자기 화질이 안 좋아지는 상황이 자주 발생햇음,4,성적 현황이 한 눈에 들어오지 않음 등,,차세대 학습관리시스템(LMS) 도입 희망,,,,
2022/10/26 5:30:35 PM GMT+9,X5042tcx,정경대학 경제학과,3학년,남,4,하루에 3회 이상,오후1 (12:00-15:00),3,Mac용 사파리,4,2,2,3,실시간 화상강의(Collaborate),과제,교수-학생·학생-학생 간 의사소통의 부족,안정적인 수업 수강 장소 부재,만족,음향이 작거나 울림;영상 화질이 선명하지 않음,만족,음향이 작거나 울림;접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,강의 동영상 재생;코스 화면 접속;시험 응시 및 접속,2,4,로그인 유지가 잘 되었으면 좋겠습니다. 가끔 로그아웃되면 그동안 알림을 받지 못해 불편합니다.,4,해당 현재 수강 중인 코스 목록만을 보는 기능이 제대로 작동하지 않는 경우가 있었습니다.,2,수강신청 페이지의 강의계획서를 그대로 열람할 수 있었으면 좋겠습니다. 대부분의 경우 그와는 다른 다소 정형화된 강의계획서만 볼 수 있을 따름입니다. 한편 교수자가 사용하는 메뉴만 표출해 둘 수 있도록 했으면 좋겠습니다. 메뉴가 많으니 메뉴를 볼 때마다 어떤 메뉴에 들어가야 할지 다소 혼동스럽더라고요.,5,댓글을 통한 소통 기능이 지원되었으면 합니다. 관련해서 여쭤보려면 현재는 꼭 메일을 드려야 하는 시스템이라 불편합니다.,5,화질이 개선되었으면 좋겠습니다. 몇 년 전 영상을 재사용하는 것까지는 그럴 수 있으나 유튜브에서도 화질이 1080p도 안 되는 것은 너무합니다.,4,여러 확장자에 대한 미리보기를 지원했으면 합니다. 예를 들면 한글 파일 미리보기가 지원되지 않는 걸로 기억합니다.,2,해당 기능이 접근 및 사용하기에 어렵습니다. 튜토리얼이라도 제공되었으면 합니다.,5,컨텐츠가 쌓이다 보면 최신차 영상 출석을 확인하기 위해 아래로 쭉 내려야 하는 불편함이 있습니다. P 처리된 영상 출석은 접어놓을 수 있게 처리하면 좋을 것 같습니다. (어차피 중요한 것은 아직 F인 영상이 무엇인지잖아요?),2,락다운 브라우저가 시스템 기능을 제한해야 한다는 건 알겠으나 브라우저 자체 기능이 너무 부실합니다.,5,많은 학생들이 수업을 들어도 끊김 현상이 발생하지 않게 부탁드립니다.,4,성적에 표시되는 색상이 무슨 뜻인지 모르겠습니다. 성적과 함께 채점 기준도 함께 볼 수 있었으면 합니다.,브라우저 기반의 시스템이니만큼 어느 기기에서나 원활하게 사용할 수 있도록 개선했으면 합니다.,차세대 학습관리시스템(LMS) 도입 희망,,"현 블랙보드는 많은 부분에서 개선이 필요하고, 이러한 점 중 대부분은 LMS를 업그레이드함으로써 해결될 수 있지 않을까 생각합니다.","실시간 강의, 퀴즈, 시험 등 비대면 강의를 원활하게 진행하기 위해 필요한 모든 기능",메타버스를 통한 학생 참여형 수업 확대
2022/10/26 6:14:00 PM GMT+9,F8769urg,생명과학대학 생명과학과 분자생물학 전공,박사과정,남,4,하루에 한 번,오후1 (12:00-15:00),4,크롬(Chrome),4,3,3,2,실시간 화상강의(Zoom),과제,시험의 공정성,온라인수업 시 집중 저하,만족,영상 화질이 선명하지 않음;상호작용 불가로 인한 질의응답 어려움,만족,영상 화질이 선명하지 않음;수업 내용 이해의 어려움,과제·퀴즈 피드백,3,4,과제 업로드;시험 응시 및 접속,4,4,글씨 크기가 좀 더 커져도 될 거 같습니다.,5,주간 계획표 같은 바탕에 요일 별로 코스 목록을 자유롭게 변경 가능하도록 설정이 되면 좋을 것 같습니다.,4,최근에 게시 된 항목에 대한 표시가 코스 메뉴에 표현이 되면 좋을 것 같습니다.,4,"공지사항이 올라왔음에도 불구하고, 블랙보드 어플 알림이 종종 오류가 생기는 경우가 있는 것 같습니다.",3,동시 다발적으로 출결이 이루어지면 오류가 종종 생기는 것 같습니다.,4,"과제 제출 시 잘 제출이 되었는지 확인하는 과정이 좀 복잡하고, 시각적으로 뚜렷하지 않은 것 같습니다. 깔끔하게 정리가 되면 좋을 것 같습니다.",4,글씨 크기를 좀 더 크게 해도 좋을 것 같습니다.,4,괜찮은 것 같습니다.,4,없었습니다.,4,목소리 기능을 끄는 거 말고도 아예 설정에서 목소리 기능을 이용하지 않을 수 있게 통제할 수 있는 기능이 있으면 좋겠습니다.,4,구체적으로 세분화되어 있으면 좋겠습니다.,블랙보드 알림이 종종 안오는 경우가 있는데 이런 오류가 해결이 되었으면 좋겠습니다.,현재 학습관리시스템(LMS) 블랙보드 유지,또 다시 적응하는데 시간이 걸릴 것 같습니다.,,,
2022/10/26 8:28:17 PM GMT+9,I6397tbb,일반대학원 전기전자공학과 통신 및 네트워크 전공,석박사통합과정,남,4,1주에 1회 정도,오후2 (15:00-18:00),4,크롬(Chrome),4,4,3,4,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,보통,상호작용 불가로 인한 질의응답 어려움,보통,음향이 작거나 울림;출석 반영 오류,과제·퀴즈 피드백,4,4,SSO 통합 로그인,3,2,강의자료 파일 다운로드가 불편함,4,,3,잘안쓴느 의미없는 메뉴 삭제,4,읽음 / 읽지 않음 표시 기능 추가,2,영상 출결 체크 잘 안됨,3,잘 사용되지 않음,1,써본적도 없음,4,영상은 안보이는데 출석 현황에 미리뜨는 경우가 있음,3,안써봄,4,공지를 제대로 안해줘서 다른방에 들어간적이 많음. 뭐가 실시간인지 헷갈림,4,배점도 함께 고려되면 더 좋을듯. 시험마다 비중이 다른데 그걸 자동으로 계산해주면 좋겠음.,,현재 학습관리시스템(LMS) 블랙보드 유지,현재 시스템도 도입된지 얼마 안됐고 이제야 개선된점이 많은데 새로 시스템을 바꾸면 불편이 너무 큼,,,
2022/10/26 8:44:12 PM GMT+9,T9555heo,일반대학원 미디어학과,석사과정,남,4,하루에 3회 이상,오후2 (15:00-18:00),4,크롬(Chrome),4,3,4,3,온라인수업(비대면)을 선호하지 않음,영상 출석콘텐츠 외 자료 제공,내용 이해를 돕는 학습 활동의 부족,블랙보드 기능 사용의 어려움,영상 출석콘텐츠 수업 경험 없음,없음,실시간 화상강의 수업 경험 없음,없음,과제·퀴즈 피드백,4,4,코스 화면 접속,4,2,"UI, 피드백 등의 반응속도 개선",4,"UI 개선, 커스터마이징 지원",3,UI 개선,4,X,3,,5,UI 개선,4,thread 수정 기능 제안,5,,5,,5,,5,,UI 개선 및 피드백속도 개선,현재 학습관리시스템(LMS) 블랙보드 유지,교내 구성원 외의 다른 사용자층 유입이 필요한가?,,,
2022/10/26 10:38:06 PM GMT+9,J1632riz,문과대학 중어중문학과,4학년,여,4,하루에 3회 이상,오후1 (12:00-15:00),4,크롬(Chrome),5,5,5,5,실시간 화상강의(Zoom),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,안정적인 수업 수강 장소 부재,만족,출석 반영 오류,매우 만족,출석 반영 오류,과제·퀴즈 피드백,5,5,없음,5,4,"모바일 APP을 안드로이드 태블릿(갤럭시탭)에서 접속할 경우 '내보내기( ... )' 버튼이 없는 경우가 있습니다. 내보내기 버튼을 활용하면 블랙보드 모바일 APP에서 강의자료를 다운받자마자 삼성노트로 열 수 있어 매우 편리한데, 최근 업데이트 이후 그 기능이 간헐적으로 나타나 불편함을 겪고 있습니다. ",3,"코스 순서를 자유롭게 배열할 수 있으면 좋겠고, 이미지도 랜덤 배정 이미지가 아니라 과목명을 크게 한 이미지가 나타나거나, 학생이 지정할 수 있도록 설정되면 좋겠습니다. ",4,최근 수강생들의 점수 분포를 확인할 수 있는 기능이 업데이트 된 것으로 알고 있습니다. 해당 부분도 코스 메뉴에 추가되면 더욱 좋을 것 같습니다. ,5,"교수님께서 공지사항을 수정하시는 경우, 학생에게도 알림이 오면 좋겠습니다. 모르는 사이에 갑자기 공지가 바뀐 경험이 있습니다. ",4,영상 출결이 성공적으로 확인되었는지 여부를 학생도 확인할 수 있으면 좋겠습니다. ,4,제출한 과제를 삭제할 수 있는 기능도 도입되면 좋겠습니다. ,4,댓글 부분이 더 눈에 띄게 들어가면 좋을 것 같습니다. 첫 게시글에 대한 댓글과 댓글에 대한 댓글이 잘 구분되지 않아 헷갈리는 경우가 종종 있었습니다. ,4,F 부분이 빨간색으로 변경되면 더 눈에 띄어 좋을 것 같습니다.,4,없습니다. ,5,출석 여부 확인이 가능하면 좋을 것 같습니다!,4,"성적 현황이 한 눈에 들어오지 않아 아쉽습니다. 또한, 절대평가에 따라 색 구분이 되는 것으로 알고 있습니다만, 학생들에게 더 필요한 것은 상대적인 점수에 대한 정보라서 성적 기능도 이에 따라 변화되면 좋겠습니다. ","전체적으로 직관적인 시스템이라 유용합니다! 다만 APP의 로그인이 풀리는 경우가 종종 있고, 이에 따라 알람도 늦게 뜨거나 안 뜨는 경우가 있습니다. APP의 안정성이 더 높아지면 좋겠습니다.",현재 학습관리시스템(LMS) 블랙보드 유지,"도입 의도 자체는 충분히 좋지만, 현재 학습관리 시스템을 보강하는 것이 더 중요하다고 생각하기 때문입니다. 현재의 학습관리시스템과 별도로 차세대 시스템이 도입되는 것은 당연히 좋다고 생각합니다.",,,
